reviewer_name,rating,date,review_text
Avid al-qodim,4,7 tahun lalu,"Jika ke kota Batu kita akan disuguhi pemandangan alam sepanjang Gunung Panderman, sungguh sangat indah karunia Ilahi."
Asti Tyas,5,6 tahun lalu,Gunung panderman terletak di kota Batu...gunung dengan tinggi 2000 mdpl...track yang dilalui juga tidak terlalu sulit...pemandangan di atas gunung sungguh sangat indah
Muchammad Thoyib As,5,7 tahun lalu,"Gunung yang ok untuk kongkow bareng temen, gak terlalu tinggi, gak terlalu dingin, pas di kantong."
Yunias Pujianto,5,3 tahun lalu,pendakian kedua yg cukup baik
Mimin,4,7 tahun lalu,Tempat yang cocok buat pendaki pemula my trip my nekat
Muhammad ainul yakin Yayan sinatra,5,6 bulan lalu,
Satria Bagus,5,5 tahun lalu,Papan petunjuk jalan menuju puncak tolong lebih keliatan lagi
Tri Wati,5,setahun lalu,3 oktober 2023
Hamba Allah,4,8 tahun lalu,Pemandangan di Gunung Panderman sangat bagus dan indah udaranya sejuk
Achmad Anas,4,7 tahun lalu,Lumayan buat mesum hahah
Imam Kh,5,6 tahun lalu,
Lukman Chakim,5,3 tahun lalu,Track nya cocok bagi pemula
Gimogenjos Genjos,5,5 tahun lalu,"Tempatnya sejuk,banyak kenangan disana deh"
Kunesa FA,5,6 tahun lalu,Tempat yang cocok untuk pendaki dengan medan yang berpasir
Kevin Bayu,3,setahun lalu,Bagus untuk pemula 😅😆 …
Anang Wahyudi,5,8 tahun lalu,MANTAP
Wahyu Dwi Aprianto,1,5 tahun lalu,Memukul pengunjung yang tidak tau jika ada penjualan tiket
Aziz Shidqul,5,6 tahun lalu,"Gak terlalu tinggi, cocok buat pemula"
well dean,5,5 tahun lalu,
Fatimah Rosalina Gaplek,5,8 tahun lalu,cuaca kyak gini masih rame gk disana
W NR,5,5 tahun lalu,Tempate sungguh luar biasa. Negeri diatas awan Batu City
Cindy,5,5 tahun lalu,Air nya segerrr
Indah Anista,5,6 tahun lalu,Gak bisa move on dari ini😍😍 …
Tomy parel,5,4 tahun lalu,Sangat bahagia tidak ada perjuangan yg sia sia Tetap semangat
Danang Wafa,5,4 tahun lalu,"Tempat sejuk,trek menantang dan seruu"
dharmaeka bahctiar,5,setahun lalu,Cocok buat pemula
segianto 39,3,6 tahun lalu,View kota batu... lumayan untuk jalan sehat....
Siswo Caroko,4,7 tahun lalu,Bagus sekali.
Ojik 87,5,4 tahun lalu,Mantappp bosku 😉 …
xyzptrdc A.P,4,6 bulan lalu,view bagus
Ahmad Arif,5,5 tahun lalu,Puncak di kelilingi pohon dan banyak monyet
Tiano Azarix,5,7 tahun lalu,Gunung yang sangat di rekomendasikan untuk pemula👍👍 …
Moh Risqi Mubarok,5,6 tahun lalu,Bagus untuk baru pertama mendaki
evicne,5,3 tahun lalu,maknyus buat yg pemula
Bustanul Firdaus,5,5 tahun lalu,Bagus.sejuk.nyaman dan asri
Muhammad Prasetyo,5,7 tahun lalu,"Tempat pendakian daerah batu, jawatimur"
Saka Agung Nugraha,4,7 tahun lalu,Nyaman buat olahraga sore & ngopi
david letto,5,5 tahun lalu,pertamakali belajar muncak.
Satu galak,5,6 tahun lalu,cocok untuk para pendaki pemula.
ASMAWAR Mahuhamad Gaming,5,4 tahun lalu,GUNUNG INI MEMILIKI 2000 MDPL DAN PEMANDANGAN INDAH
Mahfut Handriawan,5,4 tahun lalu,Mantap banyak monyet
Achmad Naufal Hanif,3,6 tahun lalu,Kurang bagus puncaknya
Manyu Hernandez,5,4 tahun lalu,Assalamualaikum.. Apakah hari ini buka?
Lailur Ridha,5,4 tahun lalu,mantap untuk fisik hihi
Afian Hutama,5,8 tahun lalu,Indah
Arya Pradana,5,6 tahun lalu,Cocok untuk pemula
Muhammad Machrus,5,8 tahun lalu,Tanjakannya mantap broo 😂😂 …
Puji tri wahyuni,5,6 tahun lalu,Batu terlihat indah dr gunung panderman
atok widaksono,5,3 tahun lalu,Lautan awan yang menawan
VNPRAYUDHA,5,5 tahun lalu,Batu punya
Setio Budi Rianto,5,6 tahun lalu,Ins Allah aku akan segera ke sana
aisyah dewi,5,6 tahun lalu,Saya ingin merasakan suasana panderman
saidhaa mp,5,3 tahun lalu,bagus sekali
Gembuk Asli,5,4 tahun lalu,Pemandangan bagus
Rahmad Setya,4,5 tahun lalu,Pemandangan yang indah
Aditya Kusuma,3,8 tahun lalu,Monyet di puncak bikin sumpek
ARIE FATHANNUR,5,3 tahun lalu,mantapu jiwa pu
khoirul mashady,5,4 tahun lalu,Batu
predator tank,4,4 tahun lalu,Apakah buka min
Bagus Syarifuddin,5,4 tahun lalu,banyak monyet
Jhon Murty,5,4 tahun lalu,Indah
Kha Dijah,5,2 tahun lalu,Sangat indah 🤩🤩🤩 …
Imam Cahyono,5,4 tahun lalu,gunung panderman
Anda,5,7 tahun lalu,Pernah kesini tahun 1999
Rizky jamaluddin,5,4 tahun lalu,Dingin donk
BONEFASIUS AKO KAMEJETI,5,6 tahun lalu,Tepat
ACHMAD YUSUF MAULANA,5,6 tahun lalu,Pengen
Rip Bo,5,6 tahun lalu,Cocok
Dwi Jaka Ananda,5,6 tahun lalu,Bagussss
Hijrah Bersama,5,6 tahun lalu,Indah banget
ham wahyudi,5,3 tahun lalu,Rekomendasi
Martin Indra,5,7 tahun lalu,Subhanallah indah
Za'q Muzaki,3,7 tahun lalu,Terlalu lebat
Lman e Sulaiman,5,4 tahun lalu,Yokk muncak
Dhenny Muly,4,3 tahun lalu,Mantafffff
Anggelita Septyanis,5,5 tahun lalu,Indah
Joz Kutik,5,20 jam lalu,BARU Gunung Yang katanya banyak begal Done✅
Dimassetya Irawan,5,3 bulan lalu,"Kenangan tahun 2007 mendaki tapi tidak melalui jalur pendakian alias keliling gunung, seru sekali😅 … Diterjemahkan oleh Google ・ Lihat versi asli (Jawa)"
Steven Gautama,5,4 tahun lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Sam Sudin,5,6 tahun lalu,"Indahnya sejuk, cocok untuk menenangkan pikiran Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)"
Leo Kembara,4,2 tahun lalu,Bagus untuk rekreasi dan alamnya cukup indah untuk hiking. Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Indro Aje,5,setahun lalu,Gunung untuk didaki bagi pemula Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
mimi ech,4,5 tahun lalu,"Jika Anda ingin perjalanan hiking yang menyenangkan, cobalah gunung ini, itu tidak mudah tetapi tidak terlalu sulit juga untuk pendaki baru, itu akan luar biasa tetapi pastikan Anda memulainya di sore hari, karena hari pendek dan dalam kegelapan Anda tidak akan melihat apa pun, pastikan juga Anda membawa masker karena debu ada di mana-mana ❤️ maka jangan lewatkan matahari terbit yang sempurna Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)"
Malik Haidar,5,5 tahun lalu,"Ini tempat yang sangat bagus untuk berkemah di hutan, puncaknya dekat, dan cuacanya sangat bagus... Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)"
M Hariyadiredmi,5,setahun lalu,Tempat yang sejuk dan bersih Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Mohamad Yusuf,5,2 tahun lalu,Ciptaan Tuhan itu sejuk dan indah Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
大仁偉,1,5 tahun lalu,"Keistimewaan Gunung di Indonesia SAMPAH dimana-mana, memalukan Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)"
Okky Ws,5,3 tahun lalu,"Pemandangan indah, trekking yang bagus, hiking yang menyenangkan, dan banyak lagi Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)"
Ririn Nur,5,6 tahun lalu,Sejuk dan damai dan orang-orangnya ramah. Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Agil Tri Cahyo,5,9 bulan lalu,
Roy Rabone,5,3 tahun lalu,
Juan Xaverian,5,5 tahun lalu,
Abraham Nugraha,5,6 bulan lalu,
Nova Aditia,5,3 tahun lalu,Keren 😌🍃 … Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Irvanputraf,5,6 tahun lalu,tidak begitu banyak Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Nabil Iswar Siregar,5,7 tahun lalu,Pemandangan yang indah Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Aprilia Riskawati,5,4 tahun lalu,Tempat keren Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Sunaryo Sun,4,4 tahun lalu,luar biasa Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Ubaidillah Arrosyd,5,5 tahun lalu,
Ir Setiyawan,3,4 tahun lalu,Pertahankan kerja bagus Anda Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Silvianus Regi,4,4 tahun lalu,
Dimas Prakoso,5,6 tahun lalu,
Eko Crisnawanto,5,2 tahun lalu,
Rasendriya Ahmada,5,4 tahun lalu,
Acenk Bitzer,5,4 tahun lalu,Dingin Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Vian Zachbiel,5,5 tahun lalu,Basecamp Gunung Panderman Diterjemahkan oleh Google ・ Lihat versi asli (Jawa)
David Setiawan,5,6 tahun lalu,Tempat peremajaan Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Laode Shalahuddin,5,7 tahun lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Vicky Iab,5,5 tahun lalu,Panorama Agung Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
PRIAmalam,5,5 tahun lalu,Kekuatan penuh Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Shaffiani Nurul Fajar,5,6 tahun lalu,Insya Allah Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
An tok,5,6 tahun lalu,
3RS_MOH FERNANDA,5,5 tahun lalu,Sumbangan Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Wahyu Tri Ananda,5,2 hari lalu,BARU
Rafi Danendra,5,4 hari lalu,BARU Joss
Nasyiatul Khoiriyah,5,2 minggu lalu,BARU
Syam Ramadhan,5,3 minggu lalu,BARU
Kapow Gaming,5,3 minggu lalu,BARU
Singgih Cebong,5,sebulan lalu,
Iwan Gazebo,5,5 bulan lalu,
Alifian,5,5 bulan lalu,
Cak Masrur13,5,5 bulan lalu,
ERNESTO Guevara,4,9 bulan lalu,
Fadholi 22,5,9 bulan lalu,
Alfi Dwiyulianty,5,9 bulan lalu,
Kusmanto,5,10 bulan lalu,
A. Kusdianto,5,11 bulan lalu,
Franz Gatzweiler,5,setahun lalu,
Chris Msta,1,2 tahun lalu,
Rafa Akhdan,5,2 tahun lalu,
Anggaproperty Surabaya,5,2 tahun lalu,
penta nushra,5,2 tahun lalu,
achmad zakaria,5,2 tahun lalu,
Taufik Hidayat,5,2 tahun lalu,
Aldo Vito,5,2 tahun lalu,
S. X.,5,2 tahun lalu,
Dens Jaya,5,2 tahun lalu,
RISKI NOVAL PRATAMA,4,2 tahun lalu,
Rangga septian,5,2 tahun lalu,
Bijel,4,2 tahun lalu,
Kartini Katrine,5,2 tahun lalu,
elke avrilia,5,2 tahun lalu,
Singomoyo Moyo,4,3 tahun lalu,
Muhammad Kaisi,5,3 tahun lalu,
karina vinsila,5,3 tahun lalu,
Ardelia Cahyarini Ananda_04,5,3 tahun lalu,
Ungkap Tabir. Com,5,3 tahun lalu,
Lutfiatus Sholikhah,5,3 tahun lalu,
Sugeng Hermawan,5,3 tahun lalu,
Burhanudin Ayatullah,4,3 tahun lalu,
Viola,5,3 tahun lalu,
Catur Amin (Cator),4,3 tahun lalu,
Vicky Tamtama,1,3 tahun lalu,
Heru Setiawan,5,3 tahun lalu,
Rendy H Izzano,5,3 tahun lalu,
Hafidz Ahvadz,4,4 tahun lalu,
syaifulbrondong,4,4 tahun lalu,
lie down,5,4 tahun lalu,
Meis Je,5,4 tahun lalu,
Maulida Rahma,5,4 tahun lalu,
Angga Al Santosa,5,4 tahun lalu,
Eko Afianto,5,4 tahun lalu,
Nora Iv,5,4 tahun lalu,
abigail gaizka,4,4 tahun lalu,
Belia Febriana,5,4 tahun lalu,
Bagong Susilo,2,4 tahun lalu,
Nono Irmansyah,5,4 tahun lalu,
armando ferreira,5,4 tahun lalu,
Fitri Alfariani,5,4 tahun lalu,
sayhiminerva,5,4 tahun lalu,
Tommy Bayu,5,5 tahun lalu,
Ribka Amalia,5,5 tahun lalu,
Danang Kawantoro,5,5 tahun lalu,
Bachtiar Ginegar,3,5 tahun lalu,
Wahyu Wulan nikmatullaili,5,5 tahun lalu,
Bugie Rewald,5,5 tahun lalu,
Sofia Amalia,5,5 tahun lalu,
Warga net,5,5 tahun lalu,
Dani Wahid,4,5 tahun lalu,
Yazid Al bustomi,5,5 tahun lalu,
Isa Rahma Farzana,5,5 tahun lalu,
Yeni Afi,5,5 tahun lalu,
ANak KEdiRi ANKER,5,5 tahun lalu,
Hafidz Al Farisi 21,5,5 tahun lalu,
ievan khoiri,5,5 tahun lalu,
selalu kalah dan mengalah,5,5 tahun lalu,5 tahun lalu
nadifa yusrianafi,5,5 tahun lalu,
SIPUR Ninesoft,5,6 tahun lalu,
Lara Nawa,4,6 tahun lalu,
mohamad idham,5,6 tahun lalu,
suyasmiati atik,5,6 tahun lalu,
muhammad umair,5,6 tahun lalu,
Ren Yan,5,6 tahun lalu,
Daniel Ervin,5,6 tahun lalu,
yuniar eki,5,6 tahun lalu,
Muhammad Rijal Ubaidillah,4,6 tahun lalu,
Mustopa Mansur,1,6 tahun lalu,
Mery P,4,6 tahun lalu,
Nara windi01,5,6 tahun lalu,
Muhammad Rahardiansyah,5,6 tahun lalu,
Dani Temmi,4,6 tahun lalu,
Tri Suryaningsih,5,6 tahun lalu,
Muhammad Andre,5,6 tahun lalu,
Khoirul Imam,4,6 tahun lalu,
Fauzi Firman,5,6 tahun lalu,
Shilvi Auliya Farah,5,6 tahun lalu,
Adam project,5,6 tahun lalu,
Dicky Aliswan Qomarullah,5,6 tahun lalu,
Zulfan Aldi,1,7 tahun lalu,
Fahmun Nabil,1,7 tahun lalu,
Riyadh gembok,3,7 tahun lalu,
Muhammad Samsoel Arifin (Super Sweeper),5,7 tahun lalu,
Narendra Dimas,3,7 tahun lalu,
Deny hysxx,5,7 tahun lalu,
Juli Ati,5,7 tahun lalu,
Febri Aldo,4,7 tahun lalu,
Ditya Anggraeni A,5,7 tahun lalu,
Eben _diyo986hgalang2008,5,7 tahun lalu,
adi firmansyah,5,7 tahun lalu,
kiki suryono,1,7 tahun lalu,
Deva Prameswara,3,7 tahun lalu,
Agus Purwanto,5,7 tahun lalu,
Ezza Joevita,5,7 tahun lalu,
Eunike Lois,5,7 tahun lalu,
Fahmi Hakim,5,7 tahun lalu,
Bima Satria,1,7 tahun lalu,
Cak Bholor,5,7 tahun lalu,
GUM CHANNEL,5,8 tahun lalu,
Bevinda Amallia,5,8 tahun lalu,
Tyara Imanda,5,8 tahun lalu,
Faishal Adli,2,8 tahun lalu,
Ahmad Yusril30,1,8 tahun lalu,
delciko dinar,3,8 tahun lalu,
Choirul Anam,4,8 tahun lalu,
Fitrian Abidin,5,8 tahun lalu,
Suli Adi,1,8 tahun lalu,
Dedy Kurniawan,5,8 tahun lalu,
