reviewer_name,rating,date,review_text
Dyah Scarleta,5,4 tahun lalu,"Kalo gak kesinj fix seumur idup gatau jenis"" apel wkwkwk Makasih Wisata Petik Apel Mandiri 🥰🥰 …"
Amanda najwa paramitha,5,2 tahun lalu,"apel nya sangat segar , manis manis , pelayanannya lucu semua, pokoknya puasa bangettt"
Dewi Anggih,5,setahun lalu,Abangnya baik2 sumpah
Mon Ki,5,2 tahun lalu,"Petik apelnya bisa sepuasnya, cukup bayar 25k, pelayanannya juga bagus"
Yuni EY,3,2 tahun lalu,"View kurang bagus. Buah nya kecil2. Tanaman tidak segar, seperti kena hama."
Indra Irjani Dewijanti,5,setahun lalu,"Ayo petik apel disini, makan sepuasnya.."
Dina Lizen,5,3 tahun lalu,Beehhh... mantep kali apelnya... pelayanan ramah plus dapet tambahan 1kg... makaseee massee
risma Rajagukguk,5,setahun lalu,Enak bingittt. Jangan lupa kesini
Saska Wijaya,5,3 tahun lalu,Viewnya kece abis apalagi bisa makan apel fresh langsung dari pohonnya i like it banget pokoknya
Siva Fauziyya,5,2 tahun lalu,"Wisata menarik dengan apel yang manis dan segar, petugasnya ramah 👍👍👍 …"
Andri Widyatmoko,5,4 tahun lalu,Wisata petik apel di Batu Malang yang paling recomended
Nida Nida,5,2 tahun lalu,"Setelah 35 tahun akhirnya kesampean petik apel di malang ,seruu bangett dan puasss 😍 …"
Alfan Reniwuryaan,5,2 tahun lalu,pengalaman yang sangat menarik di kebun apel mandiri kota batu sangat puas banget pokoknya
Antera Mahendra,5,3 tahun lalu,"Wisata petik apel mandiri ini sangat baik dan bagus, juga pelayanannya sangat ramah dan baik. Petik Apel Mandiri josss!!!!"
aby bam,4,6 tahun lalu,Berwisata di kebun apel sambil menikmati udara yang segar dan makan buah apel yang dipetik langsung dari pohonnya.
Farid Soni,5,5 tahun lalu,"Tempat wisata alam dan edukasi yang sangat menyenangkan, dengan harga yang terjangkau bisa dapet buah apel yang manis-manis"
Sanik Wahab,5,3 tahun lalu,Bagussss apel nya manis bngt.... lain kali bisa datanglagi sama teman²....
Nurul Fajryah putri,5,6 tahun lalu,"Ya cuma disini, Bayarnya ga seberapa, tp bisa makan apel sepuasnya 🍏🍎 slogan buat yg dateng pantang pulang sebelum kenyang ini mah 😂 …"
Echa,2,2 tahun lalu,Kebetulan dapet kebun yang jrg ada buahnya.. not recomend dptnya kemarin..
Mochamad Sofwan Meilana,5,4 tahun lalu,Wisata petik apel makan sepuasnya dikebun... Guide kebun apel ramah dan mendapatkan edukasi penanaman buah apel
Huda Solo,5,3 tahun lalu,"Rekomended banget ni gaes,,bebas makan sepuasnya,buah gede2 dan manis,pokoknya memuaskan dehh"
Fadhil R Firjatulloh,5,3 tahun lalu,Super recommended buat melimpirrrr
Om Gopek,5,4 tahun lalu,Wisata Petik Apel Mandiri apel e guede gede lur.. rasane luegii cik.. pemandune guedeng gendeng asik pokok e.. mantab !!!
ayu restii,5,3 tahun lalu,Mas nya ramah banget. dijemput dari jalan raya dan dipandu.. bisa menghubungi nomer diatas ya.. makasih banyak mas endi sukses selalu..
Sri Rahayu,5,3 tahun lalu,Lokasi kebun apel yang sangat sejuk dan asri ketambah apelnya manis manis dan juga mas mas e di kebun ramah
Tien,5,2 tahun lalu,Selalu datang ke sini pemandunya ramah tiket terjangkau dan dekat dengan taman bunga Selecta
sigit anest,4,5 tahun lalu,Bisa metik apel dan di makan di tempat sepuasnya.. Kalau di bawa pulang bayar lg /kg
Dean Edbert,5,3 tahun lalu,Luas dan apelnya manis dan mantep
rrikakn,5,3 tahun lalu,Murah-murah apelnya cuma 20k/kg bonus jalan² di kebun apel
ratu hanna,5,3 tahun lalu,"Apel nya Bisa petik sendiri, banyak macamnya bisa coba coba dulu. Mantap lah"
Tina Zakia,5,2 tahun lalu,"Pohon apelnya banyak, mas yg punya baek bgt, byk dpt bonusan.."
Ninik Zulfatul Laila,5,3 tahun lalu,"Wisata edukasi petik apel makan sepuasnya ,tepatnya di kota wisata batu Sekalian bungkus ownernya 😅 …"
Bu Fatimah,5,3 tahun lalu,Apelnya manis2 bagus2 pokoknya bikin suuuueneng banget DECH.puas pooool
Gatot Widodo,5,6 tahun lalu,Guidenya seru apa lagi ada yang namannya mas endik bagus banget njelaskan buah apelnya luar biasah hebat dan bagus
Hardadi Jaya,5,3 tahun lalu,Membuat ekonomi rakyat mandiri... Mantap
Mariana Halim,5,3 tahun lalu,"Mantap pelayanannya, ramah semua, kebun apelnya ga becek"
M ZAINUL ARIFIN,5,3 tahun lalu,
GREEN TV,5,3 tahun lalu,Ramah dan menyenangkan...manize
Najwa Tazkiyya,5,setahun lalu,"seruu, bisa menambah pengetahuan. Semoga makin sukses"
Erna Yuniana,5,3 tahun lalu,Wisata kebun apel
Bagus Aditama,5,5 tahun lalu,"Tempat wisata yang mengenyangkan, cuma bayar 25ribu bisa makan buah apel sepuasnya + edukasi tentang buah apel"
Evelyn Clarisa,5,2 tahun lalu,"Pengalaman selama di apel mandiri, dapat lebih mengetahui dan rasa dari apel yang enak"
olvi ani,5,3 tahun lalu,Mas guide baekk poll Apelnya fresh manis banget Recommended untuk dikunjungi
ZaRfaRa AR,5,2 tahun lalu,"Kebunnya bersih, rumputnya gak tinggi jd nyaman. Ada tempat duduknya juga"
Sumarman Sumarman,5,3 tahun lalu,"Wisatanya enak, apelnya enak, recommended buat wisata di batu malang..bisa langsung contact no d.atas"
Oky Rio Pamungkas,5,3 tahun lalu,"Mantap, pelayanannya sangat memuaskan. Apelnya manis-manis"
Veronica Nurdyanti,5,3 tahun lalu,"Seru, bisa makan apel sepuasnya ada 4 macam banyak variasi sampai kenyang... pokoknya seru..."
Ika Novia Anggraini,5,3 tahun lalu,Kereeen. Oke banget tempatnya. Apelny enak dan manis. Orangnya juga ramah banget.
Rahmat H,4,9 tahun lalu,
Antoni Riski Irawan (19507920),5,3 tahun lalu,Sangat menyenangkan. Pemandunya ramah serta apelnya sangat enak.
Alesha Haznalashira,5,3 tahun lalu,sangat menyenangkan.. dan suasanya alami sejuk dan nyaman..👍🏽👍🏽👍🏽 para petugasnya Ramah dan baik... …
Farah Fadilla,5,2 tahun lalu,"kalau mau datang langsung contact person apel mandiri nya saja, apelnya manis2, mantap👍 …"
shafira delisha delis,5,2 tahun lalu,"klo ksni langsung hubungi nomer nya diatas org nya ramah apelnya manis2,,,,terimakasih"
risma uci,5,3 tahun lalu,"Seru wisata petik apel nya seru, mbak dan mas nya ramah.. reccomended"
Mega Wati,5,3 tahun lalu,Meriah sekali..pengalamn baru memetik apel... Sangat Menyenangkan
Wiwid Widha,5,6 tahun lalu,
Putri sari Rolan,5,3 tahun lalu,"Seru dan asiik berpetualang petik apel, langsung loh di kebun apel batu malang ..."
Rolan baturaja,5,3 tahun lalu,Apel nya ada 4 jenis mulai dari asem dan manis
Puri jaoharotul Fahmi,5,2 tahun lalu,"Mantap pelayanan baik, ramah"
Joko Ariyanto Ariyanto,4,5 tahun lalu,Makan apel sepuasnya....tapi untuk menjumpai tempat ini sdh didesign jg harus pake calo.
Almas Nazhifah Syukri,5,3 tahun lalu,Seru!! Apel di sini rasanya manis. Di sini juga dijual cuka apel dan keripik apel
rusni yusup,5,3 tahun lalu,Petik apel sendiri langsung makan mantap apelny manis renya
Farah Fadilla,5,2 tahun lalu,"Apelnya manis, pelayanan ramah, kebun luas👍👍👍 …"
Renia Astria,5,3 tahun lalu,"Apelnya manis2, penjualnya ramah, lucu dan sangat menghibur"
Doyox Andhika,5,3 tahun lalu,"Karyawan nya ramah & lucu, tetap semangat di gempuran covid - 19, semoga tetap maju ke depannya"
maya mufi,5,3 tahun lalu,Pengalaman mengesankan Saran wajib ke petik apel mandiri Contak no di atas
Firi Defliza,5,3 tahun lalu,memetik apel dikebunnya langsung sangat seru karena ini pertama kalinya
Yusuf Adhi Prabowo,5,3 tahun lalu,Pengalaman seruu… apelnya enak dpt welcome drink jugaaa thanks
Kezia Calysta,5,3 tahun lalu,"mantabbb bgt, apelnya manis and kebunnya bersih, recommended bgttttt"
emy novitri,5,3 tahun lalu,Petik buah apel seperti dikebun sendiri..apelnya segerr..manis👍 …
Khoirul Hadziq,5,2 tahun lalu,"Wisata yg menyegarkan, menambah pengetahuan terkait pertanian apel"
nipi nurliza,5,2 tahun lalu,wah liburan di batu apelnya manis² dan boleh makan sepuasnya dan masnya baik baik 👍👍 …
Dian Susilawati,5,3 tahun lalu,Enak banget buah nya orang nya juga ramah ramah tempat nya sejuk recomended banget!
Aditya Saputra,5,3 tahun lalu,Apelnya segerrr. Tempatnya asik dan orangnya ramah. Recommended 👍 …
Abdoel Djalil,5,3 tahun lalu,"Tempat sejuk, pelayanan ramah, harga bersahabat, Rekomendet bgt deh pokonya..."
Linda Tri Rahayu,5,3 tahun lalu,Apelnya Manis fresh pohon
Enggy Srinita,5,2 tahun lalu,"Waw pelayanan lucu, Gokil, gemesin , kalian wajib banget ke sini lohhh bener2 bintang lima"
Nurita Mentari,5,3 tahun lalu,"Seruuuuuuuuuu 😂 dd aja petik apel sendiri, lgsg dimakan haapppp …"
tio fanny,5,5 tahun lalu,"Owner ramah banget, murah senyum rajin menabung. 💓💓💓💓 sukses terus petik apel mandiri …"
Heyin,5,3 tahun lalu,"apelnya manis dan segar banget, seneng banget akhirnya bisa kesini."
Allshop Kota Batu,5,4 tahun lalu,"Buah apelnya manis-manis, pohonnya bisa dipanjat seru banget..."
Renatha Yumna,5,3 tahun lalu,seru karena pertama kali memetik apel sendiri di kebun nya langsung
Umaya Tour&Travel,5,7 tahun lalu,"Datang Ke Batu, kunjungi kebun Apel & nikmati lgsg sensasi menikmati apel segar lgsg dari pohon nya.."
ipha Malang,5,3 tahun lalu,Wisata petik apel yang sangat berkesan karena tempat r bagus banget
umi fadilah,5,3 tahun lalu,Buah Apelnya masih dan fresh (boleh metik sendiri)
Luthfii _,5,3 tahun lalu,Klu ke kota batu wajib kesini gaes petik apel nya mantap
Bowo Wijaya,5,4 tahun lalu,Bisa makan dan metik apel sepuasnya pokonya mantap pelayanan e istimewa
risa nisfulailiyah,5,6 tahun lalu,Enak bisa makan apel sepuasnya tp bayar kalo mau di bw pulang
Liana Vinca,5,3 tahun lalu,"Muantabbbb, apelnya banyakk, enak, kebunnya asri sejuk dan bersih"
Haris Situmeang,5,2 tahun lalu,"Penjaga nya ramah, apel nya enak dan segar"
Limawati Handayani,5,2 tahun lalu,Seru petik apel disini.. pemandune seru n kocak.. koplax pokoke
Windya Dilla,5,3 tahun lalu,Petik buah apple boleh makan sepuasnya d kota batu Malang
puspa korri,5,3 tahun lalu,mau seru2an panen apel???k wisata petik apel mandiri ajaa..😍🥰 …
Ulfa Indrika,5,3 tahun lalu,"udara sejuk bgt, lokasi nya gak keliatan di belakang rumah warga"
Vindi Onway,5,2 tahun lalu,Borong apel lezat dan bergizi 👍 …
Kiki Korneliani /Bandung,5,3 tahun lalu,Petik apel nya seru..apelnya manis2..dapat bonus lagi
Nur Cocol,5,2 tahun lalu,"Tempat petik apel yang rekomen, hemat dan menyenangkan"
faridah kurniati,5,2 tahun lalu,"Julak,Acil, dingsana semuanya, bubuhan Kalimantan yuk kesini, nyaman banarrrr"
JOIDY DOMPAS,5,2 tahun lalu,Keren! Bisa memetik apel sendiri di kebun yang luas.
eko wahyudi,5,4 tahun lalu,Apel e suegerrr sak modyar mu makan apel brooo Oprator buka sampek kiamat!!!!!
zamzam Oke (bebeh),5,7 tahun lalu,wisata petik apel mandiri
Faqih Hadi,5,3 tahun lalu,Kenyamanan atas pelayanan yg di dapat dari tempat wisata apel mandiri.
Monica Henny,5,2 tahun lalu,mau petik apel di batu malang? di petik apel mandiri aja. mantap 👍🏻👍🏻👍🏻 …
AP Boudhy2210,5,4 tahun lalu,"Wisata petik apel nya luar biasa, buah nya pas pada masak"
subur yanto,5,3 tahun lalu,"Mantep , kl ke kota Batu , ngak petik apel disini rugi"
Suci Pratiwi,5,3 tahun lalu,"Wisata apel disini bisa petik dan makan apel sepuasnya lho,, 👍👍 …"
riska ayu,4,7 tahun lalu,Petik buah yg menyenangkan...
Nina Setyaningsih,5,3 tahun lalu,Kebun apel di kota Batu.. seru! Dapat bonus apel 1 keranjang juga
Khairul Anwar,5,3 tahun lalu,Pokok nya tempat nya puas bagat..
DINA YULIANA,5,2 tahun lalu,Apel segar di kota batu . Mas nya ramah banget . Terimakasih
Rudi Nining32,5,3 tahun lalu,Petik apel rekomendasi dech pelayanan di wisata petik apel mandiri di kota batu
Monica Priscillia,5,2 tahun lalu,"Tempatnya sejuk, buah apelnya banyak :)"
Muhammad Feryzal,5,3 tahun lalu,apel nyaa mwniss bngettt enakkk guriii ga rugii dehhh
Marchelly Gideon Tambunan,5,2 tahun lalu,Apelnya enak banget dan orangnya ramah semua
Muis Wirasujatma,5,3 tahun lalu,
Heru Adi,5,2 tahun lalu,"Pelayanan ramah,, Makan sepuasnya.. Harga terjangkau.."
Will Tio,5,2 tahun lalu,"Mantap. Orangnya ramah, buahnya banyak, sipppp"
Desli Elida,5,3 tahun lalu,"Petik apel manteb, aneka variant. Kebon sejuk.mudah dijangkau"
Haula Kafi,5,setahun lalu,"sangat keren, dan bisa menambah wawasan juga"
dewi anita,5,2 tahun lalu,wah di petik apel mandiri mantep banget lokasi nya
Dewi Fatmasari Edy,5,2 tahun lalu,"Oke, dekat dengan selecta"
Dila Zahra,5,2 tahun lalu,Salah satu wisata petik apel di kota batu yang lezat dan bergizi
Yahpa Harun,5,3 tahun lalu,Wisata petik apel keren banget di kota batu. Top markotop
Kim Young Un,4,6 tahun lalu,"Mau petik apel,sambil makan wareg di bawah pohon apel? Hubungi saya"
Fera Yolanda,5,3 tahun lalu,Tempatnya sejuk dan pelayanan kk2 stafnya ramah dan oke banget
Didin Jaenudin,5,2 tahun lalu,"Mantap,Joss... panen dan pengelolanya Ramah.."
18_Nopira Aulia Rahmah,5,2 tahun lalu,"Pengalaman luar biasa, apelnya segerrr, apelnya bagus2"
Evangelista Solemede,5,setahun lalu,"Apelnya maniss, masnya ramah 👍 …"
Wahyudin Rahman,5,3 tahun lalu,buahnya sangat manis dn segar...mantap
Ozhan Bone,4,7 tahun lalu,"Sblum d santap lgsg d tmpat, baiknya dicuci bersih terlebih dahulu."
Samsul Arifin,5,5 tahun lalu,Mantull... Apel nya buagus Bisa makan prasmanan di kebun
Iqbal Bayu Aji,5,7 tahun lalu,Kaya jomblo aja metik sendiri:( kalo sama pacar boleh ga?
azizah subhan,5,3 tahun lalu,Tempat wisata petik apelnya seru banget
Hendry Putra Yoga,5,3 tahun lalu,"Wisatanya menyenangkan, seru, dan apel-apelnya seger-seger dan manis"
Risi andi,5,3 tahun lalu,"Kebun apel batu, pelayanan terbaik dan harga terbaik."
Wear House,5,3 tahun lalu,Puas bngt bnyk pilihan apel dan olahannya👍 …
yuliano ricky,5,2 tahun lalu,"Apel segar banyak gratisannya, penjualnya lucu"
Mappa Simatupang,5,3 tahun lalu,"Sangat menyenangkan, petugasnya ramah. Recommended."
Giovani Anggasta,5,2 tahun lalu,"Kerenn bisa petik sendiri, orang"" disini ramahhh poll"
Difa Fadillah,5,2 tahun lalu,"TEMPATTNYAAA ASIKK, SEJUKK, RAMAHH YANG JUALNYE. POKOKNYA NYEE MANTEP!!!"
Fijri Dita,3,4 tahun lalu,Sensasi petik apel batu secara mandiri dan bisa makan ditempat
yulcyceria,4,3 tahun lalu,Tempatnya bagus dan unik. Apelnya manis
Evanti Kurnia,5,4 tahun lalu,Apelnya besar besar dan manis manis
Asep Suhendar,5,3 tahun lalu,Petik Mandiri luar biasa..apelnya uenak tenan
agus suwandi,5,5 tahun lalu,Buahnya bagus pemandunya ramah lokasi mudah di jangkau
tetes sri lestari,5,3 tahun lalu,"mantapzzz... apel nya manis, bakul e manizzzz"
Setia Budi (Aguunk),5,7 tahun lalu,Nuansa nyaman dan adem apa lagi kita bisa metik apel langsung di sini
Sri Budiarti,5,2 tahun lalu,"Apel nya bagus bagus,.. sangat bahagia"
ogut 1,5,5 tahun lalu,
Nisrina Aisyatul Labibah,5,3 tahun lalu,"Kebun apel mandiri di batu, hijau manis nyaman"
Erni Yuniani,5,3 tahun lalu,Wisata petik apel mandiri
Masitaa Amalia,5,3 tahun lalu,"apel nya segarr, penjualnya gokil abiezz, mantapp"
Anur Anggraini,5,2 tahun lalu,Recomended banget buat wisata rombongan dan keluarga
maesaroh medho,5,7 tahun lalu,"Petik apel sendiri, makan sepuasnya... dan bawa pulang sepuasnya"
firi deflz,5,3 tahun lalu,menyenangkan bisa memetik langsung di kebun apel
Indana B. Dzakiyyah,3,3 tahun lalu,"Fasilitas kurang memadai, harga terjangkau."
Tejo Pantiwilasa,5,3 tahun lalu,Petik apel mandiri batu memang okeeeeeeeeeee bingits
Kaira Biyan,4,7 tahun lalu,
Travel Tour Indonesia,3,4 tahun lalu,Kebun apel nya luas dan buahnya juga manis
Achmad Sanjaya,5,5 tahun lalu,Buah nya bagus lokasi aksesjalan bagus pemandunya ramah
Rizal Alfaroqi,5,4 tahun lalu,"Mantap bener tempatnya, mantap apelnya👍👍 …"
Brande Rozak baihaqi,5,3 tahun lalu,Petik apel yang the best sekalian healing 🍃🍏 …
Eko Masino,5,3 tahun lalu,Manis apelnya kaya yg jual 🤭 …
Anju Surya lubis,5,2 tahun lalu,Mantepp enak petik apel neng batu
Aini Aini,5,3 tahun lalu,tempatnya bagus suasananya nyaman petugasnya ramah
nerica nasila,5,2 tahun lalu,di batu keren banget apel nya manis
Uci Maisela Sinaga,5,2 tahun lalu,Petik apel nya seru...
Alaud Not jago,5,3 tahun lalu,"Mas e penjaga ""Los dol"", jomblo yakke"
EDBALI TOURS,5,4 tahun lalu,Tempat nya rekom banget dan pelayanane luar biasa mantul
Fitra Aridun,5,2 tahun lalu,Apel nya manis manis batu dingin banget
dhia zahrah,5,3 tahun lalu,"BUAGUUSSS POLLL, mas dan mba nya juga ramah bangett👍🏻👍🏻 …"
Fitri Es,5,2 tahun lalu,pilihan tepat until petik apel di kota malang
flipped dreamer,5,2 tahun lalu,tempat memetik apel yang mantap 👍🏻 …
Agus Sudhono,5,3 tahun lalu,Kebunya sejuk dan segar pemandunya ramah
Jejak Firman Tuhan,5,2 tahun lalu,Kebun bagus
Tri Heri Wibowo,5,6 tahun lalu,Buahnya Mateng Dan bikin nagih metik sendiri
Desni Audini,5,2 tahun lalu,Apelnya manis sambil petik sendiri
Erzi Muharsa,5,3 tahun lalu,Wisata petik apel yang paling keren di batu
ALEX SETIA,4,9 tahun lalu,wisata edukasi dengan memetik apel langsung dari pohonnya
Raden Rara Lintang,5,3 tahun lalu,"Tempat nya seru, apel nya manis manis"
Keisya Nayandra,5,5 tahun lalu,Apelnya bagus baguss terus banyak lagi
Nelly Pasaribu,5,2 tahun lalu,Apelnya mantap dan orangnya ramah
Ipoy Yulipah,5,2 tahun lalu,Apelnya sangat segar di kota batu
Dian Qorri Roziah,5,2 tahun lalu,"Apel segar di kota batu, mas ganteng"
Ardian Pratama,5,3 tahun lalu,"Apelnya bnyk varian ,mantapp👍 …"
Mutiara Febrianti,5,setahun lalu,Apelnya mantap
satriovarius official,5,5 tahun lalu,Makan apel sampe kenyang langsung dari pohonnya
Erik Basuki,3,7 tahun lalu,Munhkin saya datang disaat yg kurang tepat.. gersang
Riana Putri Ayu,5,4 tahun lalu,Pelayanan best.. dapet bonus apel.. yeeeyyy.. 😍😍😍😍 …
Tanto Rahmad Susanto,5,setahun lalu,pemandunya ramah mennnnn
hasto lipur bawono,5,7 tahun lalu,Seru petik apelnya...coxok hibiran keluarga
andi mulya,5,2 tahun lalu,Pelayanan bagus. Telfon lgsg di jemput🚔 …
Sabrina Widyaningtyas,5,2 tahun lalu,Mantapp joss murah meriahh
Wulandwi Jani,5,2 tahun lalu,"Apelnya manis ,, kota batu kereeen"
Lisdiana Nurmiati,5,3 tahun lalu,seruuuu bangeetttt🥳🥳 …
Rivan Sugiarto,5,4 tahun lalu,Kebun e selalu ready apelnya
Sri Sugiarti,5,3 tahun lalu,menyenangkan sih tapi sayangnya hujan..
Galuh Cornie,5,3 tahun lalu,Manis bgt Apel nyaaa
Eva Kistiyah,5,4 tahun lalu,Tempatnya nyaman bgt buat wisata
Ruth Nainggolan,5,2 tahun lalu,Tempat metik apel yang menarik
alvin keswani,5,6 tahun lalu,"Mantab,, apelnya manis.. orang nya ramah.."
Indraswara Ardi Yuwono,5,4 tahun lalu,"Menyenangkan, guide ramah🙏🏿 recomended …"
kaleng film7,4,8 tahun lalu,petik apel langsung dari pohonnya sensasinya beda
yusuf budiutomo,5,3 tahun lalu,Menyenangkan sekali dengan suasana nya
Bernadeta Shintawati,4,6 tahun lalu,Agak bingung awalnya karena ga ada papan namanya
Bocil Kimcil,5,4 tahun lalu,Bagus banget tempatnya dan pemandunya ramah
Dyan Ayu,5,3 tahun lalu,
muhammad nastain,5,3 tahun lalu,Nikmat dan asyik proses petik apel
Ratih Yulyani,5,2 tahun lalu,bahagia bis Petik apel di sini..
Hari R kristiani,5,3 tahun lalu,Petik apel mandiri memang oke
Nurhawa Barokah,5,3 tahun lalu,Wisata petik apel mandiri Amazing plusssss
Denny Haryadi,5,3 tahun lalu,Apel nya manis dan enak
Kurnia Abda,5,3 tahun lalu,Apelnya manis dan segerr di kebun
Ayu mardhika,5,3 tahun lalu,Petik sepuasnya Makan sepuasnya …
lukman hakim,3,8 tahun lalu,Beda banget rasanya klo metik langsung
Oppo Vivo,5,5 tahun lalu,Tempat wisata yg enjoy mantul dahh
Dafvizzual,5,2 tahun lalu,"Apel e jos, pelayane jos"
ivanz,5,2 tahun lalu,Apelnya enak
Jhony Suherman,5,7 tahun lalu,Enak udaranya sejuk
Dwi Nanda Olivia,5,2 tahun lalu,"Mas""nya baik semua"
Edi Soesanto,5,3 tahun lalu,Wisata Apel terbaik 👍👍 …
Muhamad Ilham Santosa,3,7 tahun lalu,Hanya tersedia apel
Nur Chamidah,5,2 tahun lalu,Owner-nya gokilll puasbgtttttttt
Saenol Arifin,5,4 tahun lalu,Petik apel mandiri sangat menyenangkan
Keiza Narinovisca,5,2 tahun lalu,
Andhika Datsun,5,setahun lalu,Pelayanan mantap.
Tri Istini,5,4 tahun lalu,Guidenya ramah hihi
Asdi 09,5,6 tahun lalu,Mantappp...pengalaman yg mengasyikan
Arya Putra,5,5 tahun lalu,Pemandu nya ramah ramah
Fernand Pasla,3,6 tahun lalu,Bagus utk pendidikan Rekreasi keluarga
Wayang Punakawan,5,3 tahun lalu,Banyak bonusnya bosss mangga kesini
Elli Hasanah,5,2 tahun lalu,
Firdaus Amanu,5,4 tahun lalu,Luar biasah apelnya
heru sun sun,5,4 tahun lalu,"Bakule ramah tur buah'e enak"""
Melsya Salsabila,5,2 tahun lalu,Wah ramah dan bagus sekali
Acha Nurul,5,9 tahun lalu,serasa panen dikebun sendiri....
Ardian Pratama,5,3 tahun lalu,Apelnya manis² bngt👍👍 …
Nuria Sumarni Tukloy,5,2 tahun lalu,Apel nya mantepppp
cahyo adjie,5,7 tahun lalu,"Tempat nya sejuk, suasananya enak"
Shinta Marsella,5,3 tahun lalu,Apelnya besar2 dan segaarrrrr
Denali Luffy da lopez,2,5 tahun lalu,Tempat sangat bagus tetapi tidak ada toilet
Siti Komariyah,5,3 tahun lalu,Apelnya manis pool
Alfandy Nur Hamzah,5,3 tahun lalu,
Toni Toni,5,2 tahun lalu,Jos banget...... Trims
dava 26,5,6 tahun lalu,Apelnya enak..
Supriatna LP Tasikmalaya,5,2 tahun lalu,Mantap mantap pelyanan bagus senang
Lisda,5,2 tahun lalu,Petik apel manis di kota batu
Tirta Latifah,3,7 tahun lalu,Wisata petik apel paling TOP
ATI RETNA SARI,5,3 tahun lalu,banyak bonus lho... healingggg
Sakha Alkhalifi,5,3 tahun lalu,Tempat dan service rruuaarr biasa 🙂 …
Somastha Nawasat,5,4 tahun lalu,"Ramah Pol, Mengedukasi pengunjung"
Dian Fatma,5,3 tahun lalu,Buahnya banyakk. Mantabbb
Dwi Heni Suhaeni,5,2 tahun lalu,Petik apel manis kota batu
Sihab Udin,5,4 tahun lalu,Ditempat ini kutemukan kebahagiaan bersamanya
syafri sjamsuar,5,2 tahun lalu,Kecil kecil manis apelnya
28_Sunaryo rizal Firmansyah,5,2 tahun lalu,Mampir sini si rekomended bngt
Wina khasanah,5,3 tahun lalu,Sangat menyenangkan
Erycha Try Apny,5,4 tahun lalu,Wisata petik apel mantap
Satriya Buwana,5,5 tahun lalu,Mantap apelnya fresh
A'ab scp80,5,7 tahun lalu,Sejuk dan asri dan harga terjangkau
ismono soeharto,3,7 tahun lalu,Banyak kebun apel
Dea Maudila Saski,5,setahun lalu,Apelnya manisss
Andi Haedar,5,4 tahun lalu,Mantappppp...👍👍👍 …
Gusti Bagus,4,5 tahun lalu,Agrowisata petik apel yang 👍🏻👍🏻🍏🍏🍏 …
Yudi M Nur,2,6 tahun lalu,
tatik sulistiani,5,5 tahun lalu,Sip banget kebunnya
Desi Natalia,5,4 tahun lalu,Asekkk...seru...pelayanan ramah
Fabiana Raharti,5,3 tahun lalu,Apel di kebun manis
Alan Pi,5,setahun lalu,Ramah ramah ya disini
ce vi,5,3 tahun lalu,"Mantap, pelayanan ok"
Kacong 453k,5,3 tahun lalu,Guide nya ganteng2
Akmal Rizqillah,5,3 tahun lalu,Seru! Apelnya manis-manis!
Andreas Sendri,5,3 tahun lalu,Mantap jiwaaaaaa
suhra wardi,5,3 tahun lalu,"Apelnya segeeerrr..,... 👍👍👍👍👍 …"
Jella Visca,5,4 tahun lalu,Tempatnya enak&sejuk😄 …
Amin Dwi,5,3 tahun lalu,
Dharma Ifan,4,6 tahun lalu,"Enak, harganya kurang murah"
sunaryo rizal firmansyah,5,2 tahun lalu,Apelnya lejat dan bergiji
Rifa Fa,5,4 tahun lalu,Tempat nya bagus ❤️❤️
Meilina Zainidar14,5,2 tahun lalu,Apel segar metik sendiri
aku gemoy,5,3 tahun lalu,Ramah orangnya.
Yeny Arwansyah,4,7 tahun lalu,"Pemandunya ramah"""
Yosef Prima Sitohang,5,3 tahun lalu,PETIK APEL MALANG MANDIRI MANTAPPP
Siwi Sahadewi,5,6 tahun lalu,Apelnya manis manis
Rietma Pramesti,5,2 tahun lalu,Murah dan berkualitas👍🏻 …
Syahalam Rijal Al-fadli,5,3 tahun lalu,
Himawan Singa timoer,4,3 tahun lalu,apel mantap
Muhammad Roni,5,2 tahun lalu,Tempatnya bagus
Eksanti _,3,6 tahun lalu,Apelnya busukk
Feri Hiswandoko,3,7 tahun lalu,Mantap buat sama keluarga
Random Reviewer,5,6 tahun lalu,Petugas super ramah
Yasin Jeruk,5,5 tahun lalu,Cocok buat nenangin kepenatan
agustina rahma,5,3 tahun lalu,Hari ini sangat menyenangkan
Devi Malang,5,5 tahun lalu,Tempat wisata.. Yg enjoy..
Ulfah Hanipah,5,2 tahun lalu,Apel manis di kota batu
Maulida Rahmadani,5,5 tahun lalu,
Muhammad Riski,5,3 tahun lalu,Bagus menarik dan puas
Ferry Miechel Lubis,5,2 tahun lalu,Mantapp enak
Aprilia Fitriyani,5,setahun lalu,Apelnya mantabbbb
AndikaPratama EkaPutra,5,3 tahun lalu,Kebun apel di batu
Ida Erlina,5,4 tahun lalu,Tempatnya enak
dinanda shavira,5,5 tahun lalu,Sangat puas dan menyenangkan
Bocah Ayou,5,3 tahun lalu,kece banget bakulee
RITA YULIANI,5,2 tahun lalu,Apel kota batu
erwin wahyudi,5,4 tahun lalu,Tourguide nya asik...
Andi Helmi,5,7 tahun lalu,Good makan sampai puas
Santi Nugraha,5,2 tahun lalu,Apelnya segar.
Drajat Daru,5,3 tahun lalu,Apel legi2 seger2
