reviewer_name,rating,date,review_text
hanah syambudi,5,setahun lalu,Tempat wisata favorit saya pas ke Batu terutama saat saat pengen liburan tapi dana menipis 😁😁 *Akses mudah dijangkau *Tempat lumayan nyaman dan bersih (kadang masih ada aja orang yg buang sampah sembarangan padahal sudah disediakan tempat sampah😥) *makanan banyak pilihannya dengan harga yg ramah dikantong dari yg murah sampai mahal ada lengkap pokoknya 🥰 *permainan playground free 🤩 untuk yg berbayarpun masih terjangkau *Tempat parkir R2 ada di sekitaran alun alun.. Untuk R4 mungkin agak ribet sedikit Worth it semua👍👍 semoga kedepannya semakin baik lagi 😍  1 
Risty Amelia,4,11 bulan lalu,"Padat merayap, sampai muter 2x krn tdk dpt parkiran mobil. Jajanan cukup lengkap, bisa duduk lesehan di taman alun2. Sayang bianglala sbg iconic nya tdk berfungsi lg. Jajan citul dekat ketan legenda dpn toilet, 10rb dpt 3 enak 👍 …  "
Abdul Majid,5,7 bulan lalu,Alun alunnya sangat rapih dan banyak tanaman-tanaman yang terawat. Namun gatau akses masuknya dari mana semuanya terkunci padahal saya kesini weekend. Jadi gak banyak aktifitas yang bisa dilakukan di sini selain kulineran di sekitar alun alunnya. Sepanjang jalan banyang yang jualan dan makanannya enak enak. Ada masjid agung juga di sebelah kanan alun alun ini. Dari alun alun sampai jalanan semuanya bersih gak ada pemandangan yang gak enak dipandang Bagus tamannya Tidak ada toilet Sebaiknya jangan bawa anjing
Abi Among,4,sebulan lalu, 
fachrina vidia,5,setahun lalu,"Selalu rindu dgn alun2 batu yg seru! Banyak aneka kuliner, bisa jalan2 pake kuda, ada playground juga, cuma rame banget bangeett.  "
abak amak,3,sebulan lalu,Miris!!! Banyak pedagang diparkiran dipagi siang hari dipintu masuk alun2....katanya tertata tapi kok buat parkiran kami susah...maaf bukan menghambat yg kecil namun ditata dong  
Nashyfa Nayla,5,setahun lalu,"Akhirnya datang lagi kesini setelah sekian lama👒 Sekarang lebih teratur dan tertata dari 6 tahun yang lalu🙌🏻💓 Jajanan kulinernya🍢🍦, lampion buah-buahnya🍏🍎🍓, dinginnya suasana dan ramainya kota malang menghiasi alun-alun ✨🌷✨ Untuk area parkir jika penuh bisa parkir di parkir masjid seberang yaa🚗🛵🚲 Senaang sekalii, semoga suatu hari nanti, kembali lagi💞 Terima kasih Malang✨ Ada bianglala masuk menggunakan tiket beli di loket yaa"
Lia Yuni Winarsih,5,10 bulan lalu,"Kmrn kesini pas weekend, jadi ramai…Karena ingin makan di Pos Ketan Legenda 1967…Parkiran mobil dan motor terpisah, untuk motor ramai banget parkirannya, parkirnya juga relatif murah yang ga mahal… banyak banget kulinerannya, jadi penegn beli semua rasanya..Harganya juga ga terlalu mahal..lain kali bakaan kesini lagi c…Love….. Banyak taman bermain nya..Ramah anak…Tapi kmrn pas kesana bianglala nya lagi sedang tidak beroperasi…  "
Trissa Rizky Rosaria,3,8 bulan lalu,"Sayang banget bianglalanya tidak beroperasi lagi, kurang maintenance sepertinya. Datang di weekday jam 10 pagi inginnya duduk santai di taman baca buku, tapi lagu yang diputar It's My Life -nya Bon Jovi. Kurang tepat buat atmosfernya. Cocok untuk batita."
Mustofa Avot,3,sebulan lalu,"Tempat permainan air ini licin banyak yang jatuh , bahaya  "
upik sarimanah,4,setahun lalu, 
WiFi,5,2 tahun lalu, 3 
Dariy Dzhofron,5,2 tahun lalu,"Saya baru saja mengunjungi Alun-Alun Kota Wisata Batu dan saya sangat terkesan dengan keindahan dan kebersihan tempat ini. Alun-alun ini terletak di tengah kota Batu dan memiliki area yang sangat luas dengan fasilitas yang lengkap. Saat saya berjalan-jalan di sekitar alun-alun, saya menemukan banyak pohon yang rindang, bunga yang indah, dan tempat duduk yang nyaman. Ada juga banyak taman bermain untuk anak-anak, tempat makan, serta toko-toko suvenir yang menjual barang-barang khas Kota Wisata Batu. Saya juga sangat terkesan dengan kebersihan dan keteraturan di sekitar alun-alun. Semua tempat sampah sangat mudah dijangkau dan semua area dijaga dengan baik oleh petugas keamanan. Selain itu, di malam hari, alun-alun ini sangat indah dengan lampu-lampu yang terang dan menampilkan air mancur yang menakjubkan. Saya sangat merekomendasikan Alun-Alun Kota Wisata Batu kepada siapa saja yang ingin merasakan keindahan dan kenyamanan di tengah kota. Terima kasih kepada semua pihak yang menjaga kebersihan dan keteraturan di Alun-Alun Kota Wisata Batu. Perlu diperhatikan tentang perawatan pada taman bermain yang ada di sini"
Akhmad Wimas,5,11 bulan lalu,Tempat yang bagus dan cocok buat mengajak anak anak bermain ada playground nya dan air mancur nya. Banyak kuliner jajanan di dekat alun alun ini. Taman bermain umum free
Pyockt,4,setahun lalu,"Sebuah tempat yang kalau sedang ramai, parkirannya bikin males banget. Parkiran motornya sempit2an, mobil harus cari dan bisa jadi jauh banget apabila disekitar alun-alun tidak tersedia. Alun-alun lumayan luas, dan asik untuk mengajak keluarga. Terdapat bianglala juga ditengahnya. Disarankan siang, sore atau hari biasa jika ingin berkunjung. Weekend apalagi malam ada puncak keramaian. Disebelah alun-alun juga terdapat sentra PKL jajanan yang sangat-sangat beragam. Disarankan pilihlah sesuai kata hati, karena beberapa stall juga lumayan jauh dari kata higienis.  4 "
Anang stiyo cahyono,5,setahun lalu,"Selalu menjadi tempat favorit jika lagi bermalam di batu, banyak jualan jajanan di sekitar alom2 dan banyak tempat bermain untuk anak2 . Suasana yg asik dg udara yg segar cenderung dingin memang pas jika sambil makan ketan pos legend dan makan berbagai macam sate2an & sempol yg di sajikan hangat. Tempat bermain anak2 yg nyaman buat anak2 dan gratis Toilet bersih dan terletak di beberapa titik strategis"
Bunda Baim&Yasmine,5,10 bulan lalu,"Saya sering main bersama keluarga disini karena untuk masuknya gratis, banyak kuliner, banyak hiburan, kalau weekend apalagi malam sangat ramai Taman bermain untuk keluarga yang nyaman Tersedia toilet umum yang memadai Bis membawa dan mengaji anjing jalan jalan disini, terkadang komunitas pemelihara anjing juga mengadakan kegiatan disini"
Yunia Mufattiro,4,3 tahun lalu,Untuk pertama kalinya kesini lagi ditahun 2022 Suasanya banyak yang berubah lebih sepi dan bersih dikarenakan kebetulan saya kesana dipagi hari dan di weekday. Tapi saya sangat salut dengan perubahannya dimana sekarang pintu masuk dan keluar hanya ada satu titik dimana ada petugas yang akan mengakomodir untuk dilakukannya scan barcode peduli lindungi . Karna masih pagi juga sehingga hanya saya dan teman saya serta bbrp orang yang naik bianglala kala itu dengan membayar 5 k . Tersedia pula tempat bermain untuk anak anak yang sudah lebih luas lagi . Suasanya pun jadi berbeda karena sedikitnya pengunjung kala itu Jika ingin membeli makanan bisa membawa nya sebelum masuk atau makan setelah keluar area alun alun dimana disamping alun alun tersedia berbagai pilihan menu makanan yang enak enak Selamat berlibur  24 
Laventine Devi Lulita,5,setahun lalu,"Alun alun Kota Wisata Batu menurut saya merupakan alun alun paling rame di Jawa Timur Karena selain Kota Batu sebagai tujuan wisata, di alun alun menjadi sasaran wisatawan karena Kulinernya yang tertata rapi dan makanan yang sangat variatif . Selain wisata kuliner, alun alun juga sangat ramah anak karena ada playground gratis. Ramah anak"
MShobarI Swasono,1,3 bulan lalu,"Berbahaya sekali banyak delman disini, kuda yg memiliki potensi tidak terkendali bisa mencelakai orang sampai mengancam nyawa, saya malam ini tertabrak delman karena kuda yang tidak terkendali, untung kondisi saya masih mempu menahan dan tidak parah, lebih baik delman di beri tempat khusus jangan menyatu dengan keramaian.. jika terjadi sesuatu siapa yang bertanggung jawab untuk di tuntut? Setelah nabrak delman lanjut ngacir, tidak ada itikad baik, hati2 yg bawa anak2 disini, banyak lalu lalang anak2 kecil yg menyewa motor trail tanpa safety  "
Moch Erwin,4,11 bulan lalu,"Tujuan utama pasti wisata kuliner. Terutama HOTMAN DIMSUM yg letaknya didekat indomart deretannya ayam tulang lunak. Lokasi alun2 gak seberapa luas, bebas masuk dan ada bbrp wahana utk anak2. Sayang Lampu2 taman kurang terang jadi agak gelap Pintu keluar masuk dekat pasar kuliner. jalan paving ditaman kadang gak bersambung jadi klo buntu ya putar balik. Ada roda kincir besar bayar 5rb/org Alun2 Yg ramai memang wisata kuliner di pasarnya, dan ada ketan legenda tapi harga agak mahal sih, serta Banyak makanan minuman yg unik dan enak.  "
Sotyasari Dhanisworo,5,2 tahun lalu,"Pertamakali kesini pas masih sama mantan pacar (sekarang suami), yang pas kesini waktu itu siang hari. Siang hari aja sangat ramai riuh (sampe nggak kebagian tempat parkir). Lalu, kemarin saya kembali kesini bersama teman-teman sekantor ketika kami ada acara gathering di Batu, Malang. Dan waktu itu sekira pukul wib dan ramainya Allahuakbar, serasa di malam konser!! Kalau berkunjung kesini pas malam hari hati-hati aja dengan barang-barang bawaan kalian yaa.. Kalau masuk ke area alun-alunnya ada beberapa spot yang cocok untuk anak-anak, seperti rumah-rumahan dari buah strawberry, dll  "
Fawwaz Rifasya,5,setahun lalu,Jajanan pasarnya sangat nostalgic karena banyak jajanan SD yang level up di pasar malamnya! Dijamin kenyang dan puas mampir ke sini malam-malam icip-icip satu persatu makanan yang dijajakan. Suasana food street / food night market yang seru!  
DinaHarDina,4,5 bulan lalu,"Tempat untuk istirahat, dekat dengan masjid. Banyak pilihan makanan,  "
umar hasan,5,sebulan lalu,"Ramai sekali dan banyak ragam makanan dgn harga yg sangat terjangkau jg masalah parkir dgn biaya terjangkau sekali, Batu tempat wisata yg sheep untuk di kunjungi  "
Rosihan Fahmi,5,setahun lalu,"Sudah tidak diragukan lagi, jika ke Kota Batu ingin menikmati berbagai macam jajanan, harus kemari. Paling terkenal tentu ketan legenda yang tidak jauh dari sini. Sangat ramai, lebih2 saat akhir pekan. Parkir kendaraan cukup tertata meski ramai. Sayang sekarang wahana ferris wheel sering kali rusak dan tidak bisa digunakan.  "
Dini Aprilia Wardhani,5,6 bulan lalu,"Sejukk, ademm pastinya, parkir oke sih, dan yang paling penting makanan disini enak2 harga juga sesuai.  "
mochammad zaenal,5,setahun lalu,Tempat nyaman dan aman Banyak jajanan yg murah dan enak Dekat dengan masjid dan jarak ke tempat parkir tidak terlalu jauh. Mantaff Ok Ada
Supali,5,3 bulan lalu,"Alun alun kota batu sangat bagus, banyak jajanan, dalam alun alun teman rapi, tapi masih banyak masyarakat yg buang sampah sembarangan. Untuk kebersihan terjaga. Namun toiletnya gak pernah dibersihkan Jadi jorok mau pipis jadi ogah karena kotor. Tolong pihak alun alun bayar tukang bersih2 kamar mandinya di sikat Biar semakin indah alun alun nya Maaf ya ini saran 🙏"
zulkifli zainuri (Zayn),5,6 bulan lalu,Kesini jadi tour guide karena ada tmn rasa sodara yang datang dri jakarta Jadi saya ajak untuk main ke alun2 kota batu  
Magdalena Barzuwa,5,10 bulan lalu,"Ramai & dingin hawanya.. Kesana pas malam minggu jd ramai.. Banyak kulineran tinggal pilih aja.. Pengen naik bianglala tp pas lg di rovasi wkt itu, jd gagal dehh 😁 …  "
loren z,5,setahun lalu,"alun alunnya rame bgt, saya dateng pas malem minggu dan banyak permainan anak² disana. parkuran motor penuh, banyak area jajanan disekitar alun², tempatnya luas dan teduh karna banyak pohon², anak² hepi banget main ke alun²  1 "
Bagus Prayitno,5,6 bulan lalu,"Nyaman buat nongkrong, dekat tempat jajanan (pasar) dan halaman luas  "
EHA,5,setahun lalu,"Tempatnya bersih, kalau malam sangat ramai. Banyak penjual makanan kaki lima/street food yang enak2 dengan harga terjangkau. Alun alunnya Kalau pagi juga bisa digunakan sebagai sarana trek jogging.  "
Dezan Rahmanus,4,setahun lalu, 
Septhia Dwi,3,2 tahun lalu,"Ruameee pas long weekend. Jual macam-macam makanan, tapi kebanyakan gak higienis. Favorit toko susunya. Bersebelahan dengan masjid, jadi enak kalo mau sholat gak bingung. Parkir motor lumayan gampang. Tapi kalo mobil, ampun2 deh, bisa jauh banget. Jalan kaki 1km an. Gak ada toilet. Tidak disarankan"
Maria Tuti,5,setahun lalu,"Alun alun yg indah n terawat, enak untuk tempat nonkrong banyak sekali kuliner enak dengan harga murmer. Sosis bakar, ketan legendaris,susu ganesha, soto, mie, jajanan kekinian, ayam goreng pokok nya komplit, Disini jg Ada toilet n jg bianglala. Ada tempat mainan anak balita, recommend 👍  1 "
nur fuad,5,5 bulan lalu,"Udara sejuk, ramw banget. Makanan murah2 ada daftar harganya.. jadi kalo ke kota batu agendakan ke sini.  "
Maya Anggraeni,5,setahun lalu,"Alun2 terindah selama keliling2 kota. Tempatnya tertata bgt, ada publik servicenya jg yg sgt sigap membantu. Kulinerannya jg lengkap pol apa aja ada, makanan kekinian, makanan legend, toko bunga, oleh2 ada smua. Oya playgroundnya jg super luas  "
Naufalia Alida,4,2 tahun lalu,"Adem tempatnya, namanya juga sore hari di Batu. Cukup bersih untuk ukuran taman kota. Taman kulinernya joss sih, tapi sayang kurang tempat duduk buat makan.  "
Bro Yonathan Channel,5,4 tahun lalu,"One of best place in Batu. Mungkin kekurangannya parkiran mobil disini agak susah karena pengunjung yang terlalu banyak. Kalo pas ramai bisa dapat tapi agak jauh. Kekurangan yang kedua kalo hujan pasti rempong karena alun2nua outdoor, tapi kalian masih bisa kulineran karna ada atap yg menutupi. Sekian review saya di alun2 kota Batu. Mari kita ramaikan pedagang kaki lima.  2 "
Dwi Setiadi,5,setahun lalu, 
Dwi,5,sebulan lalu,"Taman yang sejuk walaupun siang hari apa lagi kalau malam hawanya dingin ditambah banyak penjual jajanan, pasti betah lama2 disini  "
Klenthiink,5,setahun lalu, 1 
Gadi Yohanes,5,2 minggu lalu,"BARU Selalu ramai dan sejuk.. Tapi saran aja, kurangi jukir jukir liar biar lebih nyaman..  "
Liatari Widodo,5,2 tahun lalu,"Ini yang kedua kali saya berkunjung kesana dan tempatnya tetap bersih serta nyaman seperti biasanya. Sayangnya carrousel masih dalam perawatan sehingga anak2 tidak bisa naik. Namun terobati dengan bermain di playground yang terawat dan bersih. Toilet berbentuk apel tersebar di beberapa tempat. Toiletny bersih dan nyaman hanya saja siap2 kaget dengan air yang dingin. Food court yang luas berada di sebelah barat alun-alun dengan beragam pilihan makanan. Di sebelah utara berderet plaza Batu, fodd court kecil dan masjid Jami. Selain di food court, ada beragam resto legendaris yang tersebar di sekitar alun-alun. Sejauh ini area alun-alun masih menjadi tempat beristirahat dan beribadah yang lengkap usai perjalanan jauh.  "
Amalina S,4,2 tahun lalu,"Agustus/2022. Setelah dari taman hutan kota batu, saya lanjut ke arah alun-alun, awalnya sempet diarahin sama Maps ke belokan jalan yang lebih dekat, eh pas masuk ternyata udh jadi pasar 🤣 Ujung-ujungnya saya pakai rute yg lain dan sampai di alun-alunnya. Di sekitar sana berjejer ruko tempat makanan dan minuman, tinggal pilih dah sesuai budget dan selera. Agak masuk ke dalem nanti bakal ada food court (saya ga sempet masuk ke foodcourtnya si wkwk). Di depan jejeran org jualan di foodcourt itu ada gerbang alun-alunnya. Akhirnya saya masuk lewat gerbang keluar. Yah, karena kayaknya itu satu""nya gerbang keluar masuk jadi saya lewat situ, tp tulisannya gerbang buat keluar (sebelumnya saya malah disaranin sama tukang parkirnya buat nerobos loncatin pager 😅). Dah abis itu muter"" aja liat biang lala yg sementara ga beroperasi, odong2 eh komidi puter, sama, ngga beroperasi juga. Sambil muter saya rehat dulu di depan patung apel ijo yang air mancurnya mati, sambil makan nanas goreng dilapisi greentea 🤣 sempet juga di deketin mbak-mbak sales buat bikin rekening bank tp saya tolak, karena memang belum minat/butuh rekening bank itu wkwk. Mana di sana kebanyakan orang-orang pada mesra-mesra an jalan berdua. Berasa debu berterbangan deh saya. Disana juga ada air mancur yang hilang timbul, ada anak-anak yang ""kecek"" nungguin airnya muncul trus main"" lucu ngeliatnya. Ada juga sebenernya spot khusus buat main anak"" kaya perosotan gitu ada di agak ujung. Juga ada air mancur yang dibawahnya diisi ikan-ikan (saya ga merhatiin jenis ikan apa) tp airnya udh ijo butek gitu jadi agak gimana klo mau main-main sama ikannya. Dah cukup sekian sharing dari saya, semoga membantu 🙌  4 "
Yudi Yanto,5,2 tahun lalu,"Belum lengkap rasanya kalau ke batu tidak mampir ke alun2 nya.. Selain taman, juga terdapat jejeran kuliner yang bisa memanjakan perut.. Ada taman bermain bagi anak2.. Hanya saja memang tempat parkir untuk mobil sangat terbatas, lewat dari isya biasanya jalan sudah di alihkan.  "
Bayu Ardiansa,5,5 bulan lalu,Tempat yg cukup ramai untuk hari libur. Gratis ada tempat bermain dan air mancur. Sayangnya ada wahana yg tidak aktif Bersih dan aman untuk anak-anak
yuni naomita,4,2 tahun lalu,"Pertama sekali berkunjung ke Alun-alun kota wisata Batu Malang ini memang berkesan 💙 Dari Hotel kami keluar untuk mencari makan malam,jadi kami memesan Car-Online menuju Alun² kota malang,karena dekat dari hotel kami bayar sekitar 18rb menggunakan Aplikasi.. Sesampainya di daerah ini kami melihat banyak resto² dan cafe² yang berjejer di sepanjang area Alun², Dan kami pun masuk ke salah satu resto "" Ayam Goreng Pemuda kota Batu "" dan dengan hangat aku dan keluargaku menikmati Rawon yang rasanya nikmat dan Ayam Gorengnya kampungnya juga enak dan kriuk serta tulangnya lunak 👍👍 Sehabis makan malam kami menyeberang ke Alun² Kota Batu dan di sana sudah ramai sekali pengunjung yang duduk² santai atau sekedar nongkrong sambil menikmati cemilan,dan aku mengabadikan photo anakku di Alun² Kota Batu ini. Lalu kami lanjut menikmati Gelato yang di jual di area Alun²,setelah itu kita menuju area makan "" Bakso Cak Man "" khas kota Malang.. Kalau mau ke Toilet sebaiknya gunakan toilet resto tempat kalian makan saja,agar tidak perlu mencari² di Alun² kota Batu 👍 Karena mungkin sudah di jam stengah 9malam,kami tidak dapat full isian Bakso,bahkan Mie/bihun pun sudah habis..hanya ada Bakso Kecil,bakso urat dan tahu yang bisa kami makan.. Rasa kaldunya nikmat sekali,bawang goreng yang melimpah dan bakso urat yang tebal menambah nikmat citarasa Bakso Cak Man khas kota Malang ini 👍👍👍👍 Setelah kenyang kulineran kami memutuskan kembali ke Hotel dan kami memesan Car-Online juga 💌 Udara yang dingin serta hujan yang gerimis² membuat kami cepat mengantuk begitu tiba di Hotel 😁 Silahkan berkunjung bagi kalian yang sedang berada di kota Malang 💙 Salam sehat🤎  1 "
Asyrof Putra KangNdeso,5,setahun lalu, 
Aga Mestika,5,11 bulan lalu,Kalau liburan yang sederhana dan menarik ke alun alun batu. Budget terbatas tapi hawa dingin sudah buat pikiran rileks dan jernih  
AyuNav Cute,5,setahun lalu,"Klo mau WisKul, ke Alun Alun Batu aja. Dr makanan lokal mpe makanan interlokal ada disini. Cukup rame hitungan weekday dan asik utk nongki menikmati malam. Ada sewa skuter, sepeda listrik, odong2, naik kuda pun ada. Tamannya cukup bersih, ramah anak dan sehat. Disekitar taman dilarang Merokok yaa guys. Musik di tamannya mendukung utk jalan2 disitu. Tersedia toilet umum disini.  "
Alfian Purisza,4,setahun lalu,"Pusat wisata kota batu jawa timur. Area alun-alun tidak terlalu luas namun kawasannya bersih. Ada ferris wheel / bianglala di areanya. Di sekitar alun-alun banyak coffee shop, restoran, pusat jajanan dan penjual susu khas batu  1 "
Bang Wiwin,5,2 tahun lalu,"Tempatnya cocok buat berkasih mesra untunknpasangan muda mudi dan cocok juga untuk berkeluarga... Karena yang paling terkenal itu bianglala nya dan sangat murah sekali kalau ingin menaikinya... Untuk parkiran mobil pun sangat luas jadi tidak perlu susah untuk parkirnya.. Untuk makanan dan jajanan disana pun cukup komplit, karena ada pujasera nya, dan harganya pun sangat murah murah... Bianglala Cukup bersih"
Zofinal L,5,6 bulan lalu,"Sangat ramai pas maalam hari, dengan berbagai macam kuliner. Taman nya sangat bagus  "
Putriyana,5,8 bulan lalu,"Pertama kalinya ke sini naik motor sama dia dari Mojokerto. Tempatnya asik ya untuk nongkrong menikmati suasana Kota Batu. Banyak pilihan jajan, parkir juga mudah. Tapi ternyata ini juga jadi destinasi perjalanan jauh terakhir dengannya, karena kami harus berpisah. Semoga saya bisa ke sini lagi, baik sendiri, maupun dengan orang-orang yang saya sayangi.  "
Lalu Budi Hartono,5,4 tahun lalu,"      4 tahun lalu Alun-alun Kota Batu ini selain berfungsi sebagai taman kota yang cocok dikunjungi untuk berekreasi. Hal ini karena fasilitas dan wahana yang ada di taman cukup lengkap. Mulai dari wahana permainan sampai wisata kuliner bisa dilakukan di sini. Alun-Alun Kota Batu Malang selalu ramai dikunjungi meskipun di masa pandemi ini, baik oleh para wisatawan maupun warga setempat. Ada berbagai aktivitas menarik di alun-alun ini, salah satu yang paling menarik adalah adanya bianglala dengan diameter besar yang dapat Anda coba naik. Alun-Alun Kota Batu Malang merupakan satu-satunya alun-alun dengan fasilitas wahana bianglala permanen di Indonesia. Untuk masuk ke Alun-Alun Kota Batu Malang tidak dipungut biaya alias gratis. Alun-alun ini juga dibuka 24 jam penuh bagi pengunjung. Fasilitas di Alun-Alun Kota Batu ini terbilang cukup lengkap, mulai dari tersedianya fasilitas toilet umum dengan bentuk unik, yaitu buah apel dan juga lahan parkir kendaraan yang cukup luas. Di sini juga terdapat playground khusus untuk anak-anak.  2 "
andi febriyan,5,setahun lalu,"Alun alun yang menjadi magnet untuk berkumpul atau hanya sekedar jajan cemilan di kota batu. Di sekitar alun alun banyak cemilan mulai dari susu sapi segar. Jagung rebus, bakar, ketan durian legend, lok lok dll. Di sini cocok membawa anak anak karena tempatnya terbuka dan ada playground kecil namun saat weekend sangat ramai. Dan juga ada fasilitas umum toilet yang cukup terawat. Untuk masuk ke alun alun ini tidak berbayar alias gratis hanya cukup membayar parkir kendaraan saja.  1 "
Missy_Rie,4,setahun lalu,"Ramai bnyk jajanan dan makanan minuman pinggir jalan maupun yg di resto, kbetulan lg ada hiburan live music dr pemerintah kota Batu. Blm bnyk berubah sejak trakhir ksini 2018 5thn yll hnya nambah manusianya penuh smpe pusing. Pengamen banyak banget ganggu lg makan, klo gk dikasih nungguin, meresahkan  "
ShaKa,4,setahun lalu,"Tempat bermain anak & kumpul keluarga. Tempat bersih, toilet ada. Playground ada dan tanpa tiket. Wahana bianglala tidak beroperasi."
Iwenx Riri,4,setahun lalu,"Lahannya tidak terlalu luas. Tapi cukup untuk ajak anak² main. Ada playground, air mancur dan bangku utk duduk² Cukup variasi"
Zymponic Hydrosystem,5,6 bulan lalu,"Alun-alun kota Batu adalah tempat utama wisata kuliner. Berbagai olahan ketan hingga seafood tersedia. Ajak keluarga dan nikmati malam. Pulang kenyang. Tersedia berbagai wahana permainan dan ketangkasan juga. NB. : Sebaiknya jangan bawa roda 4, terutama saat weekday dan weekend kalau tidak ingin ketuaan di jalan. All in all is 💫⭐⭐⭐⭐ Wahana bermain anak dan juga dewasa tersedia bermacam-macam, layaknya pasar malam Agak sulit mencari toilet umum. Tapi Anda masih bisa menemukan toilet di hampir setiap gerai makanan. Masyarakat belum terbiasa dengan hewan peliharaan seperti anjing atau kucing. Sebaiknya jangan bawa mereka. Hanya di siang hari. Itupun tempatnya sangat terbatas, karena menjelang sore alun-alun akan berubah rupa.  "
Wisa Widjanarko,5,2 tahun lalu,"Rekomended buat para pecinta njajan ya! Rame bgt!! tidak disarankan untuk piknik gelar tikar disini, karna emag gada ruang terbuka cukup luas. Bianglala raksasanya nagih bgt, ngga cukup sekali naiknya.  "
Marsela Dwi Agustin,5,11 bulan lalu, 
Sigit Haryo,5,2 minggu lalu,"BARU Alun-alun yang unik, tidak terlalu luas tapi ada wahana bianglalanya (sekilas mirip pasar malam 😁)dan banyak kulinernya. …  "
Dian Heri,4,setahun lalu,"Tidak berubah dari dulu. Surganya wisatawan yang ingin menikmati suasana batu dengan ratusan street foodnya pengen apa aja ada. yg legend ya ketan legend, ada susu, lok-log, aneka bakaran, cumi, gurita, kacang, tahu, bakso, edamame, dll. apapun ada kayaknya Untuk harga standar wisata lah ya, lbh mahal dikit dari luar..Tapi nggak yg mahal banget Ada masjid di sebelahnya.. ATM center, dll Kurangnya 1 skrg.. Kenapa alun2nya ditutup jam 10 malam 😐. padahal ya hanya taman aja  "
christina ratna,5,setahun lalu,"Tiap liburan ke batu gak boleh skip kulineran dialun-alun batu..banyak aneka pilihan jajanan yang bisa bikin kalap, mulai dari aneka sate bakar,olahan frozen food dan seafood kekinian, dessert, jajanan tradisional, sampai makanan berat, dll,.oiya disini juga ada ketan legenda yg terkenal cuma tiap kesini selalu kelewat karena antri panjang dan bawa duo bocil..  "
Sadewa,5,setahun lalu,"Tempatnya enak buat ngajak anak jalan-jalan. Camilan juga beraneka macam. Mau minuman makanan, semuanya komplit."
Zumrotul Faizah,5,11 bulan lalu, 
Neo Anime,5,setahun lalu,"Tempatnya sejuk dan cocok buat honeymoon Berada ditengah ""pusat kota batu banyak fasilitas penginapan jadi tidak usah khawatir untuk bermalam disini cocok dan rekomendasi liburan dengan budget yang standar ramah bagi mahasiswa makanan, serta penginapan yang murah dan nyaman Banyak wahana permainan yang bisa di kunjungin di taman wisata kota batu Saya tidak menemukan toilet tapi ada satu tempat buat buang air kecil/besar yaitu depan taman ada indomaret yang bisa digunakan untuk buang air kecil/besar dan jangan lupa belanja juga :)"
Eris Dwi Septiawan Rizal,5,4 tahun lalu, 9 
Siti Fatimah (Ima),5,6 bulan lalu, 
Arthur Morgan,4,7 bulan lalu,"Tempat yang menurutku pas untuk bersantai bersama keluarga, teman, pacar atau sendirian. Tempatnya juga luas dan untuk makanan sendiri bisa ditemukan disemua sisi dan beraneka macam bentuknya. Tidak rekomen kesini malam-malam untuk orang introvert apalagi weekend karena terlalu ramai dan berdesakan hehe  "
Dony Arcapada,5,10 bulan lalu,"Tempat yang asik buat Joging, pemandangannya indah...kalau capek abis joging bisa nyeruput STMJ di samping alun alunnya...paket lengkap mah pokoknya..  "
NC Putri,5,3 tahun lalu, 3 
roros,5,setahun lalu,"Enak buat ngadem. Murah meriah pula hehehehe. Ada playground untuk anak2, ada air mancur, ada tempat khusus untuk beli jajanan. Dekat dengan masjid.  "
Mita Hady,4,2 tahun lalu, 
Heru Trianto,5,setahun lalu,"Tempat yang merupakan pusat kota di Kota Wisata Batu. Disekitarnya di kelilingi oleh berbagai toko penjual makanan, Snack, cafe dan oleh-oleh. Terdapat juga masjid di depannya yang dapat digunakan untuk sholat. Alun-alunnya tertata dengan rapi. Terdapat Playground untuk anak-anak bermain. Didalamnya juga terdapat bangunan yang menyerupai apel serta terdapat tugu apel dan patung sapi. Terdapat juga permainan bianglala dan komedi putar yang seperti nya beroperasi di malam hari. Tidak ada tiket masuk ke dalam alun-alun.  "
Nabil Akmal,5,3 minggu lalu,"BARU Terdapat berbagai macam wahana yang ramah untuk anak, suasana lingkungan yang sejuk dan bersih, serta dilengkapi kios-kios jajanan kaki lima yang ramah di kantong. 👍 …  "
Maziya Rahma,5,setahun lalu,"(+) Engga serame biasanya hihi Banyak varian kuliner lokal, korean, thailand, dll Harga tidak murah tidak juga mahal Lok loknya enak bangettt tp menurutku pricey. Pertusuk 10 rb utk yg kecil dan 25rb utk yg besar (-) Bianglala ga hidup, pdhl pengen kesitu  1 "
Iskandar Zulkarnain (izyJalanjalan),5,3 tahun lalu,"Nyaman dan sejuk. Banyak pedagang besar maupun kecil, pasar tradisional, restoran, café. Gratis masuk ke dalam alun-alun, terdapat taman bermain anak, air mancur, wahana karusel, bianglala. Taman yang rindang. e-Parkir yang luas rapi. Naiklah bianglala untuk melihat kota batu 360°, dikenakan tiket sekali jalan.  "
Trail of Dee,3,2 tahun lalu,"Tempat yang asik buat dikunjungi...menawarkan berbagai jenis kuliner. Cuma dari segi akses, tempat makannya dan kebersihan kurang sih mnrt saya juga agak semrawut lihat layout pedagangnya. Ntah kenapa kok banyakan kuliner korea2an skrg ,padahal pengen cari yang tradisional dan khas2 Malang gitu..yah syukurlah nemu ketan susu legendaris, kacang rebus dan wedang ronde jahe merah.  "
